bucket_lower,bucket_upper,bucket_center,cell_count
4.5,5.5,5.0,34518
5.5,6.5,6.0,30647
6.5,7.5,7.0,28106
7.5,8.5,8.0,26281
8.5,9.5,9.0,24856
9.5,10.5,10.0,23078
10.5,11.5,11.0,22684
11.5,12.5,12.0,21551
12.5,13.5,13.0,18420
13.5,14.5,14.0,18689
14.5,15.5,15.0,17448
15.5,16.5,16.0,15094
16.5,17.5,17.0,12158
17.5,18.5,18.0,9825
18.5,19.5,19.0,7942
19.5,20.5,20.0,7450
20.5,21.5,21.0,6698
21.5,22.5,22.0,6416
22.5,23.5,23.0,6410
23.5,24.5,24.0,6664
24.5,25.5,25.0,4665
25.5,26.5,26.0,4336
26.5,27.5,27.0,3667
27.5,28.5,28.0,3819
28.5,29.5,29.0,3588
29.5,30.5,30.0,3933
30.5,31.5,31.0,3799
31.5,32.5,32.0,3712
32.5,33.5,33.0,2873
33.5,34.5,34.0,2138
34.5,35.5,35.0,2110
35.5,36.5,36.0,1740
36.5,37.5,37.0,1813
37.5,38.5,38.0,1760
38.5,39.5,39.0,1947
39.5,40.5,40.0,2117
40.5,41.5,41.0,1910
41.5,42.5,42.0,1673
42.5,43.5,43.0,923
43.5,44.5,44.0,766
44.5,45.5,45.0,606
45.5,46.5,46.0,778
46.5,47.5,47.0,677
47.5,48.5,48.0,556
48.5,49.5,49.0,305
49.5,50.5,50.0,322
50.5,51.5,51.0,309
51.5,52.5,52.0,356
52.5,53.5,53.0,373
53.5,54.5,54.0,356
54.5,55.5,55.0,310
55.5,56.5,56.0,256
56.5,57.5,57.0,180
57.5,58.5,58.0,117
58.5,59.5,59.0,41
59.5,60.5,60.0,31
60.5,61.5,61.0,3
61.5,62.5,62.0,2
62.5,63.5,63.0,0
63.5,64.5,64.0,0
64.5,65.5,65.0,0
65.5,66.5,66.0,0
66.5,67.5,67.0,0
67.5,68.5,68.0,0
68.5,69.5,69.0,0
69.5,70.5,70.0,0
70.5,71.5,71.0,0
71.5,72.5,72.0,0
72.5,73.5,73.0,0
73.5,74.5,74.0,0
74.5,75.5,75.0,0
75.5,76.5,76.0,0
76.5,77.5,77.0,0
77.5,78.5,78.0,0
78.5,79.5,79.0,0
79.5,80.5,80.0,0
80.5,81.5,81.0,0
81.5,82.5,82.0,0
82.5,83.5,83.0,0
83.5,84.5,84.0,0
84.5,85.5,85.0,0
85.5,86.5,86.0,0
86.5,87.5,87.0,0
87.5,88.5,88.0,0
88.5,89.5,89.0,0
89.5,90.5,90.0,0
90.5,91.5,91.0,0
91.5,92.5,92.0,0
92.5,93.5,93.0,0
93.5,94.5,94.0,0
94.5,95.5,95.0,0
95.5,96.5,96.0,0
96.5,97.5,97.0,0
97.5,98.5,98.0,0
98.5,99.5,99.0,0
99.5,100.5,100.0,0
100.5,101.5,101.0,0
101.5,102.5,102.0,0
102.5,103.5,103.0,0
103.5,104.5,104.0,0
104.5,105.5,105.0,0
105.5,106.5,106.0,0
106.5,107.5,107.0,0
107.5,108.5,108.0,0
108.5,109.5,109.0,0
109.5,110.5,110.0,0
110.5,111.5,111.0,0
111.5,112.5,112.0,0
112.5,113.5,113.0,0
