pressure_level_hpa,threshold,separation_ratio,cold_fraction,hot_fraction
1000.0,53.5,0.8055004867959481,0.4835329480629461,0.5164670519370539
850.0,53.5,0.8256437383216776,0.4814111691188103,0.5185888308811897
500.0,55.5,0.8031006883519795,0.5365681156183404,0.4634318843816596
250.0,49.5,0.7953111268233775,0.5024056134081539,0.49759438659184607
