pressure_level_hpa,agreement_cell_count,total_cell_count,agreement_fraction,latitude_difference_mean,latitude_difference_median,latitude_difference_abs_mean,latitude_difference_abs_median,latitude_difference_min,latitude_difference_max,score_min,score_max
1000.0,378434,1026720,0.3685853981611345,4.4070963859558105,0.75,43.70779800415039,10.25,-178.0,178.0,0.0,99.8739013671875
850.0,293467,1026720,0.2858296322268973,8.27324390411377,1.25,41.77677536010742,12.0,-175.75,177.5,0.0,99.99871826171875
500.0,278446,1026720,0.2711995480754247,7.043246269226074,1.0,47.108795166015625,14.0,-177.5,178.0,0.0,99.90410614013672
250.0,236668,1026720,0.23050880473741625,13.17889404296875,4.25,40.34425735473633,15.25,-159.0,171.5,0.0,99.98973846435547
