bucket_lower,bucket_upper,bucket_center,cell_count
-69.5,-68.5,-69.0,1816
-68.5,-67.5,-68.0,1822
-67.5,-66.5,-67.0,1749
-66.5,-65.5,-66.0,1766
-65.5,-64.5,-65.0,1804
-64.5,-63.5,-64.0,2098
-63.5,-62.5,-63.0,2581
-62.5,-61.5,-62.0,3025
-61.5,-60.5,-61.0,3050
-60.5,-59.5,-60.0,2927
-59.5,-58.5,-59.0,3029
-58.5,-57.5,-58.0,3020
-57.5,-56.5,-57.0,3213
-56.5,-55.5,-56.0,3465
-55.5,-54.5,-55.0,3743
-54.5,-53.5,-54.0,3833
-53.5,-52.5,-53.0,4172
-52.5,-51.5,-52.0,4329
-51.5,-50.5,-51.0,4450
-50.5,-49.5,-50.0,4604
-49.5,-48.5,-49.0,4949
-48.5,-47.5,-48.0,4610
-47.5,-46.5,-47.0,4706
-46.5,-45.5,-46.0,4627
-45.5,-44.5,-45.0,4704
-44.5,-43.5,-44.0,5170
-43.5,-42.5,-43.0,5412
-42.5,-41.5,-42.0,5384
-41.5,-40.5,-41.0,5877
-40.5,-39.5,-40.0,6670
-39.5,-38.5,-39.0,7126
-38.5,-37.5,-38.0,8036
-37.5,-36.5,-37.0,8401
-36.5,-35.5,-36.0,8395
-35.5,-34.5,-35.0,8459
-34.5,-33.5,-34.0,8639
-33.5,-32.5,-33.0,9074
-32.5,-31.5,-32.0,8987
-31.5,-30.5,-31.0,8595
-30.5,-29.5,-30.0,9073
-29.5,-28.5,-29.0,10578
-28.5,-27.5,-28.0,12429
-27.5,-26.5,-27.0,12007
-26.5,-25.5,-26.0,12527
-25.5,-24.5,-25.0,13302
-24.5,-23.5,-24.0,13280
-23.5,-22.5,-23.0,12020
-22.5,-21.5,-22.0,11437
-21.5,-20.5,-21.0,10264
-20.5,-19.5,-20.0,8881
-19.5,-18.5,-19.0,8311
-18.5,-17.5,-18.0,7652
-17.5,-16.5,-17.0,7637
-16.5,-15.5,-16.0,7578
-15.5,-14.5,-15.0,7928
-14.5,-13.5,-14.0,8808
-13.5,-12.5,-13.0,10359
-12.5,-11.5,-12.0,11207
-11.5,-10.5,-11.0,10112
-10.5,-9.5,-10.0,9270
-9.5,-8.5,-9.0,8467
-8.5,-7.5,-8.0,8325
-7.5,-6.5,-7.0,8769
-6.5,-5.5,-6.0,8732
-5.5,-4.5,-5.0,8770
-4.5,-3.5,-4.0,10053
-3.5,-2.5,-3.0,10111
-2.5,-1.5,-2.0,10602
-1.5,-0.5,-1.0,11437
-0.5,0.5,0.0,10133
0.5,1.5,1.0,10410
1.5,2.5,2.0,10224
2.5,3.5,3.0,9456
3.5,4.5,4.0,8012
4.5,5.5,5.0,6756
5.5,6.5,6.0,6521
6.5,7.5,7.0,6436
7.5,8.5,8.0,5990
8.5,9.5,9.0,5632
9.5,10.5,10.0,5649
10.5,11.5,11.0,5456
11.5,12.5,12.0,5374
12.5,13.5,13.0,5312
13.5,14.5,14.0,5049
14.5,15.5,15.0,4814
15.5,16.5,16.0,4954
16.5,17.5,17.0,5319
17.5,18.5,18.0,5656
18.5,19.5,19.0,6251
19.5,20.5,20.0,6116
20.5,21.5,21.0,6135
21.5,22.5,22.0,6604
22.5,23.5,23.0,5400
23.5,24.5,24.0,4997
24.5,25.5,25.0,4931
25.5,26.5,26.0,4671
26.5,27.5,27.0,4557
27.5,28.5,28.0,4419
28.5,29.5,29.0,4028
29.5,30.5,30.0,3432
30.5,31.5,31.0,3204
31.5,32.5,32.0,3090
32.5,33.5,33.0,3136
33.5,34.5,34.0,3224
34.5,35.5,35.0,3170
35.5,36.5,36.0,3504
36.5,37.5,37.0,3687
37.5,38.5,38.0,3992
38.5,39.5,39.0,4363
39.5,40.5,40.0,4350
40.5,41.5,41.0,5040
41.5,42.5,42.0,5262
42.5,43.5,43.0,5424
43.5,44.5,44.0,5374
44.5,45.5,45.0,5435
45.5,46.5,46.0,5258
46.5,47.5,47.0,5696
47.5,48.5,48.0,6156
48.5,49.5,49.0,6319
49.5,50.5,50.0,6892
50.5,51.5,51.0,7450
51.5,52.5,52.0,6971
52.5,53.5,53.0,6050
53.5,54.5,54.0,5971
54.5,55.5,55.0,6448
55.5,56.5,56.0,6488
56.5,57.5,57.0,6775
57.5,58.5,58.0,6550
58.5,59.5,59.0,6375
59.5,60.5,60.0,6195
60.5,61.5,61.0,5609
61.5,62.5,62.0,5765
62.5,63.5,63.0,6026
63.5,64.5,64.0,5482
64.5,65.5,65.0,4977
65.5,66.5,66.0,4908
66.5,67.5,67.0,4845
67.5,68.5,68.0,4696
68.5,69.5,69.0,4604
69.5,70.5,70.0,4659
70.5,71.5,71.0,4594
71.5,72.5,72.0,3922
72.5,73.5,73.0,3682
73.5,74.5,74.0,3710
74.5,75.5,75.0,3864
75.5,76.5,76.0,3760
76.5,77.5,77.0,3745
77.5,78.5,78.0,3685
78.5,79.5,79.0,3523
79.5,80.5,80.0,3491
80.5,81.5,81.0,3260
81.5,82.5,82.0,3106
82.5,83.5,83.0,3047
83.5,84.5,84.0,2945
84.5,85.5,85.0,2810
85.5,86.5,86.0,2538
86.5,87.5,87.0,2359
87.5,88.5,88.0,2299
88.5,89.5,89.0,2162
89.5,90.5,90.0,1954
90.5,91.5,91.0,1923
91.5,92.5,92.0,1536
92.5,93.5,93.0,1233
93.5,94.5,94.0,1140
94.5,95.5,95.0,1062
95.5,96.5,96.0,952
96.5,97.5,97.0,884
97.5,98.5,98.0,757
98.5,99.5,99.0,743
99.5,100.5,100.0,751
100.5,101.5,101.0,693
101.5,102.5,102.0,711
102.5,103.5,103.0,710
103.5,104.5,104.0,669
104.5,105.5,105.0,712
105.5,106.5,106.0,655
106.5,107.5,107.0,666
107.5,108.5,108.0,670
108.5,109.5,109.0,578
109.5,110.5,110.0,477
110.5,111.5,111.0,432
111.5,112.5,112.0,497
112.5,113.5,113.0,418
113.5,114.5,114.0,462
114.5,115.5,115.0,466
115.5,116.5,116.0,446
116.5,117.5,117.0,425
117.5,118.5,118.0,462
118.5,119.5,119.0,413
119.5,120.5,120.0,452
120.5,121.5,121.0,439
121.5,122.5,122.0,420
122.5,123.5,123.0,393
123.5,124.5,124.0,456
124.5,125.5,125.0,379
125.5,126.5,126.0,426
126.5,127.5,127.0,377
127.5,128.5,128.0,425
128.5,129.5,129.0,392
129.5,130.5,130.0,390
130.5,131.5,131.0,423
131.5,132.5,132.0,380
132.5,133.5,133.0,427
133.5,134.5,134.0,395
134.5,135.5,135.0,372
135.5,136.5,136.0,428
136.5,137.5,137.0,379
137.5,138.5,138.0,397
138.5,139.5,139.0,351
139.5,140.5,140.0,403
140.5,141.5,141.0,363
141.5,142.5,142.0,389
142.5,143.5,143.0,386
143.5,144.5,144.0,400
144.5,145.5,145.0,371
145.5,146.5,146.0,423
146.5,147.5,147.0,440
147.5,148.5,148.0,428
148.5,149.5,149.0,464
149.5,150.5,150.0,478
150.5,151.5,151.0,474
151.5,152.5,152.0,489
152.5,153.5,153.0,511
153.5,154.5,154.0,555
154.5,155.5,155.0,596
155.5,156.5,156.0,597
156.5,157.5,157.0,659
157.5,158.5,158.0,705
158.5,159.5,159.0,629
159.5,160.5,160.0,650
160.5,161.5,161.0,737
161.5,162.5,162.0,674
162.5,163.5,163.0,630
163.5,164.5,164.0,650
164.5,165.5,165.0,646
165.5,166.5,166.0,629
166.5,167.5,167.0,518
167.5,168.5,168.0,273
168.5,169.5,169.0,288
169.5,170.5,170.0,284
170.5,171.5,171.0,286
171.5,172.5,172.0,288
172.5,173.5,173.0,278
173.5,174.5,174.0,282
174.5,175.5,175.0,248
175.5,176.5,176.0,209
176.5,177.5,177.0,32
177.5,178.5,178.0,0
178.5,179.5,179.0,0
179.5,180.5,180.0,0
