bucket_lower,bucket_upper,bucket_center,cell_count
-69.5,-68.5,-69.0,1693
-68.5,-67.5,-68.0,1701
-67.5,-66.5,-67.0,1886
-66.5,-65.5,-66.0,2129
-65.5,-64.5,-65.0,2232
-64.5,-63.5,-64.0,2252
-63.5,-62.5,-63.0,2263
-62.5,-61.5,-62.0,2312
-61.5,-60.5,-61.0,2464
-60.5,-59.5,-60.0,2960
-59.5,-58.5,-59.0,3068
-58.5,-57.5,-58.0,3163
-57.5,-56.5,-57.0,3320
-56.5,-55.5,-56.0,3753
-55.5,-54.5,-55.0,3986
-54.5,-53.5,-54.0,4120
-53.5,-52.5,-53.0,3965
-52.5,-51.5,-52.0,3748
-51.5,-50.5,-51.0,3696
-50.5,-49.5,-50.0,3538
-49.5,-48.5,-49.0,3579
-48.5,-47.5,-48.0,3477
-47.5,-46.5,-47.0,3518
-46.5,-45.5,-46.0,3659
-45.5,-44.5,-45.0,3755
-44.5,-43.5,-44.0,3818
-43.5,-42.5,-43.0,3993
-42.5,-41.5,-42.0,4089
-41.5,-40.5,-41.0,4400
-40.5,-39.5,-40.0,4665
-39.5,-38.5,-39.0,4917
-38.5,-37.5,-38.0,5919
-37.5,-36.5,-37.0,6720
-36.5,-35.5,-36.0,6160
-35.5,-34.5,-35.0,5806
-34.5,-33.5,-34.0,5984
-33.5,-32.5,-33.0,6204
-32.5,-31.5,-32.0,6364
-31.5,-30.5,-31.0,7169
-30.5,-29.5,-30.0,7782
-29.5,-28.5,-29.0,10664
-28.5,-27.5,-28.0,11255
-27.5,-26.5,-27.0,11368
-26.5,-25.5,-26.0,11256
-25.5,-24.5,-25.0,11901
-24.5,-23.5,-24.0,13410
-23.5,-22.5,-23.0,12087
-22.5,-21.5,-22.0,11652
-21.5,-20.5,-21.0,10795
-20.5,-19.5,-20.0,9971
-19.5,-18.5,-19.0,9210
-18.5,-17.5,-18.0,8997
-17.5,-16.5,-17.0,10575
-16.5,-15.5,-16.0,9943
-15.5,-14.5,-15.0,9952
-14.5,-13.5,-14.0,10658
-13.5,-12.5,-13.0,11756
-12.5,-11.5,-12.0,9911
-11.5,-10.5,-11.0,10515
-10.5,-9.5,-10.0,10191
-9.5,-8.5,-9.0,9173
-8.5,-7.5,-8.0,8215
-7.5,-6.5,-7.0,8379
-6.5,-5.5,-6.0,7285
-5.5,-4.5,-5.0,7195
-4.5,-3.5,-4.0,8310
-3.5,-2.5,-3.0,8458
-2.5,-1.5,-2.0,8538
-1.5,-0.5,-1.0,9217
-0.5,0.5,0.0,7853
0.5,1.5,1.0,7258
1.5,2.5,2.0,8082
2.5,3.5,3.0,7945
3.5,4.5,4.0,7145
4.5,5.5,5.0,7435
5.5,6.5,6.0,7486
6.5,7.5,7.0,6383
7.5,8.5,8.0,6036
8.5,9.5,9.0,5996
9.5,10.5,10.0,7114
10.5,11.5,11.0,8049
11.5,12.5,12.0,6730
12.5,13.5,13.0,6887
13.5,14.5,14.0,6564
14.5,15.5,15.0,6430
15.5,16.5,16.0,6402
16.5,17.5,17.0,6496
17.5,18.5,18.0,6618
18.5,19.5,19.0,6716
19.5,20.5,20.0,6050
20.5,21.5,21.0,5441
21.5,22.5,22.0,5228
22.5,23.5,23.0,5267
23.5,24.5,24.0,4856
24.5,25.5,25.0,4398
25.5,26.5,26.0,3985
26.5,27.5,27.0,3893
27.5,28.5,28.0,3202
28.5,29.5,29.0,3837
29.5,30.5,30.0,3898
30.5,31.5,31.0,3798
31.5,32.5,32.0,4515
32.5,33.5,33.0,3966
33.5,34.5,34.0,3676
34.5,35.5,35.0,3616
35.5,36.5,36.0,3815
36.5,37.5,37.0,3602
37.5,38.5,38.0,3476
38.5,39.5,39.0,3433
39.5,40.5,40.0,3433
40.5,41.5,41.0,3138
41.5,42.5,42.0,2898
42.5,43.5,43.0,2906
43.5,44.5,44.0,3022
44.5,45.5,45.0,3747
45.5,46.5,46.0,4101
46.5,47.5,47.0,3847
47.5,48.5,48.0,3759
48.5,49.5,49.0,3978
49.5,50.5,50.0,4583
50.5,51.5,51.0,5684
51.5,52.5,52.0,5791
52.5,53.5,53.0,5946
53.5,54.5,54.0,5684
54.5,55.5,55.0,5183
55.5,56.5,56.0,5174
56.5,57.5,57.0,5391
57.5,58.5,58.0,5012
58.5,59.5,59.0,5481
59.5,60.5,60.0,5255
60.5,61.5,61.0,5139
61.5,62.5,62.0,5026
62.5,63.5,63.0,4890
63.5,64.5,64.0,4597
64.5,65.5,65.0,4436
65.5,66.5,66.0,4254
66.5,67.5,67.0,4259
67.5,68.5,68.0,4234
68.5,69.5,69.0,4260
69.5,70.5,70.0,4245
70.5,71.5,71.0,4145
71.5,72.5,72.0,4199
72.5,73.5,73.0,4291
73.5,74.5,74.0,4345
74.5,75.5,75.0,4233
75.5,76.5,76.0,4507
76.5,77.5,77.0,4375
77.5,78.5,78.0,4254
78.5,79.5,79.0,4121
79.5,80.5,80.0,4443
80.5,81.5,81.0,4556
81.5,82.5,82.0,4623
82.5,83.5,83.0,4393
83.5,84.5,84.0,4240
84.5,85.5,85.0,4283
85.5,86.5,86.0,4346
86.5,87.5,87.0,4228
87.5,88.5,88.0,4106
88.5,89.5,89.0,3839
89.5,90.5,90.0,4016
90.5,91.5,91.0,3958
91.5,92.5,92.0,3925
92.5,93.5,93.0,3950
93.5,94.5,94.0,4057
94.5,95.5,95.0,3775
95.5,96.5,96.0,3773
96.5,97.5,97.0,3591
97.5,98.5,98.0,3122
98.5,99.5,99.0,2971
99.5,100.5,100.0,2899
100.5,101.5,101.0,2462
101.5,102.5,102.0,1391
102.5,103.5,103.0,1296
103.5,104.5,104.0,1199
104.5,105.5,105.0,997
105.5,106.5,106.0,882
106.5,107.5,107.0,836
107.5,108.5,108.0,813
108.5,109.5,109.0,796
109.5,110.5,110.0,762
110.5,111.5,111.0,791
111.5,112.5,112.0,612
112.5,113.5,113.0,530
113.5,114.5,114.0,471
114.5,115.5,115.0,440
115.5,116.5,116.0,338
116.5,117.5,117.0,347
117.5,118.5,118.0,298
118.5,119.5,119.0,308
119.5,120.5,120.0,286
120.5,121.5,121.0,284
121.5,122.5,122.0,255
122.5,123.5,123.0,262
123.5,124.5,124.0,194
124.5,125.5,125.0,190
125.5,126.5,126.0,167
126.5,127.5,127.0,170
127.5,128.5,128.0,146
128.5,129.5,129.0,156
129.5,130.5,130.0,117
130.5,131.5,131.0,122
131.5,132.5,132.0,112
132.5,133.5,133.0,90
133.5,134.5,134.0,76
134.5,135.5,135.0,71
135.5,136.5,136.0,61
136.5,137.5,137.0,56
137.5,138.5,138.0,44
138.5,139.5,139.0,21
139.5,140.5,140.0,17
140.5,141.5,141.0,16
141.5,142.5,142.0,13
142.5,143.5,143.0,0
143.5,144.5,144.0,0
144.5,145.5,145.0,0
145.5,146.5,146.0,0
146.5,147.5,147.0,0
147.5,148.5,148.0,0
148.5,149.5,149.0,0
149.5,150.5,150.0,0
150.5,151.5,151.0,0
151.5,152.5,152.0,0
152.5,153.5,153.0,0
153.5,154.5,154.0,0
154.5,155.5,155.0,0
155.5,156.5,156.0,0
156.5,157.5,157.0,0
157.5,158.5,158.0,0
158.5,159.5,159.0,0
159.5,160.5,160.0,0
160.5,161.5,161.0,0
161.5,162.5,162.0,0
162.5,163.5,163.0,0
163.5,164.5,164.0,0
164.5,165.5,165.0,0
165.5,166.5,166.0,0
166.5,167.5,167.0,0
167.5,168.5,168.0,0
168.5,169.5,169.0,0
169.5,170.5,170.0,0
170.5,171.5,171.0,0
171.5,172.5,172.0,0
172.5,173.5,173.0,0
173.5,174.5,174.0,0
174.5,175.5,175.0,0
175.5,176.5,176.0,0
176.5,177.5,177.0,0
177.5,178.5,178.0,0
178.5,179.5,179.0,0
179.5,180.5,180.0,0
