bucket_lower,bucket_upper,bucket_center,cell_count
-72.5,-71.5,-72.0,1192
-71.5,-70.5,-71.0,1133
-70.5,-69.5,-70.0,991
-69.5,-68.5,-69.0,1006
-68.5,-67.5,-68.0,1009
-67.5,-66.5,-67.0,1057
-66.5,-65.5,-66.0,1133
-65.5,-64.5,-65.0,1163
-64.5,-63.5,-64.0,1163
-63.5,-62.5,-63.0,1333
-62.5,-61.5,-62.0,1312
-61.5,-60.5,-61.0,1366
-60.5,-59.5,-60.0,1341
-59.5,-58.5,-59.0,1333
-58.5,-57.5,-58.0,1311
-57.5,-56.5,-57.0,1390
-56.5,-55.5,-56.0,1414
-55.5,-54.5,-55.0,1343
-54.5,-53.5,-54.0,1384
-53.5,-52.5,-53.0,1334
-52.5,-51.5,-52.0,1228
-51.5,-50.5,-51.0,1155
-50.5,-49.5,-50.0,1130
-49.5,-48.5,-49.0,1134
-48.5,-47.5,-48.0,1161
-47.5,-46.5,-47.0,1200
-46.5,-45.5,-46.0,1185
-45.5,-44.5,-45.0,1180
-44.5,-43.5,-44.0,1098
-43.5,-42.5,-43.0,1231
-42.5,-41.5,-42.0,1210
-41.5,-40.5,-41.0,1313
-40.5,-39.5,-40.0,1285
-39.5,-38.5,-39.0,1260
-38.5,-37.5,-38.0,1282
-37.5,-36.5,-37.0,1221
-36.5,-35.5,-36.0,1309
-35.5,-34.5,-35.0,1367
-34.5,-33.5,-34.0,1505
-33.5,-32.5,-33.0,1507
-32.5,-31.5,-32.0,1673
-31.5,-30.5,-31.0,1646
-30.5,-29.5,-30.0,1891
-29.5,-28.5,-29.0,2183
-28.5,-27.5,-28.0,2610
-27.5,-26.5,-27.0,2527
-26.5,-25.5,-26.0,2426
-25.5,-24.5,-25.0,2473
-24.5,-23.5,-24.0,2540
-23.5,-22.5,-23.0,2762
-22.5,-21.5,-22.0,2812
-21.5,-20.5,-21.0,2870
-20.5,-19.5,-20.0,3034
-19.5,-18.5,-19.0,3104
-18.5,-17.5,-18.0,3408
-17.5,-16.5,-17.0,3443
-16.5,-15.5,-16.0,4244
-15.5,-14.5,-15.0,5405
-14.5,-13.5,-14.0,6620
-13.5,-12.5,-13.0,7335
-12.5,-11.5,-12.0,8238
-11.5,-10.5,-11.0,9579
-10.5,-9.5,-10.0,12054
-9.5,-8.5,-9.0,14915
-8.5,-7.5,-8.0,16435
-7.5,-6.5,-7.0,17971
-6.5,-5.5,-6.0,20004
-5.5,-4.5,-5.0,21907
-4.5,-3.5,-4.0,25539
-3.5,-2.5,-3.0,26911
-2.5,-1.5,-2.0,29259
-1.5,-0.5,-1.0,30357
-0.5,0.5,0.0,35368
0.5,1.5,1.0,34512
1.5,2.5,2.0,32338
2.5,3.5,3.0,26944
3.5,4.5,4.0,24359
4.5,5.5,5.0,21565
5.5,6.5,6.0,19698
6.5,7.5,7.0,19477
7.5,8.5,8.0,17792
8.5,9.5,9.0,16188
9.5,10.5,10.0,14920
10.5,11.5,11.0,13617
11.5,12.5,12.0,11840
12.5,13.5,13.0,10879
13.5,14.5,14.0,8239
14.5,15.5,15.0,6488
15.5,16.5,16.0,5737
16.5,17.5,17.0,5046
17.5,18.5,18.0,4706
18.5,19.5,19.0,4352
19.5,20.5,20.0,3850
20.5,21.5,21.0,3518
21.5,22.5,22.0,3306
22.5,23.5,23.0,3126
23.5,24.5,24.0,2833
24.5,25.5,25.0,2515
25.5,26.5,26.0,2053
26.5,27.5,27.0,1755
27.5,28.5,28.0,1551
28.5,29.5,29.0,1559
29.5,30.5,30.0,1614
30.5,31.5,31.0,1203
31.5,32.5,32.0,1140
32.5,33.5,33.0,1272
33.5,34.5,34.0,1344
34.5,35.5,35.0,1230
35.5,36.5,36.0,1227
36.5,37.5,37.0,1297
37.5,38.5,38.0,1370
38.5,39.5,39.0,1365
39.5,40.5,40.0,1366
40.5,41.5,41.0,1215
41.5,42.5,42.0,1300
42.5,43.5,43.0,1264
43.5,44.5,44.0,1192
44.5,45.5,45.0,1241
45.5,46.5,46.0,1273
46.5,47.5,47.0,1165
47.5,48.5,48.0,1158
48.5,49.5,49.0,1163
49.5,50.5,50.0,1062
50.5,51.5,51.0,1141
51.5,52.5,52.0,1043
52.5,53.5,53.0,1060
53.5,54.5,54.0,1221
54.5,55.5,55.0,1289
55.5,56.5,56.0,1245
56.5,57.5,57.0,1191
57.5,58.5,58.0,1284
58.5,59.5,59.0,1247
59.5,60.5,60.0,1226
60.5,61.5,61.0,1309
61.5,62.5,62.0,1208
62.5,63.5,63.0,1172
63.5,64.5,64.0,1189
64.5,65.5,65.0,1144
65.5,66.5,66.0,1200
66.5,67.5,67.0,1198
67.5,68.5,68.0,1195
68.5,69.5,69.0,1233
69.5,70.5,70.0,1233
70.5,71.5,71.0,1328
71.5,72.5,72.0,1291
72.5,73.5,73.0,1335
73.5,74.5,74.0,1297
74.5,75.5,75.0,1320
75.5,76.5,76.0,1408
76.5,77.5,77.0,1407
77.5,78.5,78.0,1264
78.5,79.5,79.0,1337
79.5,80.5,80.0,1286
80.5,81.5,81.0,1482
81.5,82.5,82.0,1758
82.5,83.5,83.0,1812
83.5,84.5,84.0,1659
84.5,85.5,85.0,1611
85.5,86.5,86.0,1579
86.5,87.5,87.0,1496
87.5,88.5,88.0,1489
88.5,89.5,89.0,1565
89.5,90.5,90.0,1626
90.5,91.5,91.0,1790
91.5,92.5,92.0,1869
92.5,93.5,93.0,1879
93.5,94.5,94.0,1677
94.5,95.5,95.0,1540
95.5,96.5,96.0,1666
96.5,97.5,97.0,1745
97.5,98.5,98.0,1693
98.5,99.5,99.0,1565
99.5,100.5,100.0,1422
100.5,101.5,101.0,1300
101.5,102.5,102.0,1248
102.5,103.5,103.0,1329
103.5,104.5,104.0,1292
104.5,105.5,105.0,1362
105.5,106.5,106.0,1325
106.5,107.5,107.0,1518
107.5,108.5,108.0,1783
108.5,109.5,109.0,1790
109.5,110.5,110.0,1907
110.5,111.5,111.0,1982
111.5,112.5,112.0,1805
112.5,113.5,113.0,1449
113.5,114.5,114.0,1556
114.5,115.5,115.0,1411
115.5,116.5,116.0,1425
116.5,117.5,117.0,1412
117.5,118.5,118.0,1391
118.5,119.5,119.0,1463
119.5,120.5,120.0,1812
120.5,121.5,121.0,1764
121.5,122.5,122.0,1666
122.5,123.5,123.0,1726
123.5,124.5,124.0,1706
124.5,125.5,125.0,1689
125.5,126.5,126.0,1707
126.5,127.5,127.0,1752
127.5,128.5,128.0,1668
128.5,129.5,129.0,1691
129.5,130.5,130.0,1678
130.5,131.5,131.0,1709
131.5,132.5,132.0,1587
132.5,133.5,133.0,1503
133.5,134.5,134.0,1502
134.5,135.5,135.0,1553
135.5,136.5,136.0,1444
136.5,137.5,137.0,1357
137.5,138.5,138.0,1315
138.5,139.5,139.0,1228
139.5,140.5,140.0,1038
140.5,141.5,141.0,1104
141.5,142.5,142.0,1049
142.5,143.5,143.0,1026
143.5,144.5,144.0,1034
144.5,145.5,145.0,1122
145.5,146.5,146.0,1384
146.5,147.5,147.0,1684
147.5,148.5,148.0,1492
148.5,149.5,149.0,1267
149.5,150.5,150.0,1487
150.5,151.5,151.0,1915
151.5,152.5,152.0,2041
152.5,153.5,153.0,2180
153.5,154.5,154.0,2301
154.5,155.5,155.0,2320
155.5,156.5,156.0,1749
156.5,157.5,157.0,1755
157.5,158.5,158.0,1732
158.5,159.5,159.0,2558
159.5,160.5,160.0,2980
160.5,161.5,161.0,2118
161.5,162.5,162.0,1610
162.5,163.5,163.0,1638
163.5,164.5,164.0,1406
164.5,165.5,165.0,1410
165.5,166.5,166.0,1664
166.5,167.5,167.0,1502
167.5,168.5,168.0,1327
168.5,169.5,169.0,1403
169.5,170.5,170.0,1311
170.5,171.5,171.0,1349
171.5,172.5,172.0,1074
172.5,173.5,173.0,1193
173.5,174.5,174.0,1421
174.5,175.5,175.0,1032
175.5,176.5,176.0,854
176.5,177.5,177.0,969
177.5,178.5,178.0,172
178.5,179.5,179.0,0
179.5,180.5,180.0,0
