pressure_level_hpa,displacement_min,displacement_max,map_symmetric_color_extent,displacement_mean,displacement_median,displacement_abs_mean,displacement_abs_median
1000.0,-18.49530792236328,29.408443450927734,29.408443450927734,0.8871448040008545,0.6930718421936035,4.10036039352417,2.8260498046875
850.0,-20.16246795654297,27.4852352142334,27.4852352142334,0.25882822275161743,0.19350814819335938,4.992335796356201,4.010225772857666
500.0,-24.626134872436523,23.895092010498047,24.626134872436523,-0.3199380040168762,-0.14095115661621094,5.268918514251709,4.176280975341797
250.0,-31.01657485961914,48.97920227050781,48.97920227050781,-0.447183758020401,-1.5889778137207031,8.089767456054688,5.955146789550781
