bucket_lower,bucket_upper,bucket_center,cell_count
-28.5,-27.5,-28.0,0
-27.5,-26.5,-27.0,0
-26.5,-25.5,-26.0,0
-25.5,-24.5,-25.0,0
-24.5,-23.5,-24.0,0
-23.5,-22.5,-23.0,0
-22.5,-21.5,-22.0,0
-21.5,-20.5,-21.0,0
-20.5,-19.5,-20.0,119
-19.5,-18.5,-19.0,364
-18.5,-17.5,-18.0,696
-17.5,-16.5,-17.0,1258
-16.5,-15.5,-16.0,3471
-15.5,-14.5,-15.0,3921
-14.5,-13.5,-14.0,5032
-13.5,-12.5,-13.0,6463
-12.5,-11.5,-12.0,8635
-11.5,-10.5,-11.0,12672
-10.5,-9.5,-10.0,22219
-9.5,-8.5,-9.0,25304
-8.5,-7.5,-8.0,26066
-7.5,-6.5,-7.0,28696
-6.5,-5.5,-6.0,35924
-5.5,-4.5,-5.0,43597
-4.5,-3.5,-4.0,50876
-3.5,-2.5,-3.0,59591
-2.5,-1.5,-2.0,64710
-1.5,-0.5,-1.0,68236
-0.5,0.5,0.0,65128
0.5,1.5,1.0,66562
1.5,2.5,2.0,66766
2.5,3.5,3.0,65309
3.5,4.5,4.0,57483
4.5,5.5,5.0,42885
5.5,6.5,6.0,37587
6.5,7.5,7.0,30718
7.5,8.5,8.0,26895
8.5,9.5,9.0,21385
9.5,10.5,10.0,19541
10.5,11.5,11.0,15338
11.5,12.5,12.0,11243
12.5,13.5,13.0,8559
13.5,14.5,14.0,5778
14.5,15.5,15.0,3881
15.5,16.5,16.0,3340
16.5,17.5,17.0,2731
17.5,18.5,18.0,1915
18.5,19.5,19.0,1545
19.5,20.5,20.0,1426
20.5,21.5,21.0,1309
21.5,22.5,22.0,656
22.5,23.5,23.0,225
23.5,24.5,24.0,202
24.5,25.5,25.0,187
25.5,26.5,26.0,160
26.5,27.5,27.0,116
27.5,28.5,28.0,0
