pressure_hpa,selected_white_center,selected_bucket_count,score_min,score_max,score_mean,raw_temperature_min_k,raw_temperature_max_k,raw_temperature_mean_k
250.0,47.0,6172,0.0,100.0,49.54854202270508,200.88088989257812,235.70901489257812,221.3592529296875
500.0,37.0,5954,0.0,100.0,49.5933837890625,228.2738037109375,271.8646240234375,252.4130401611328
850.0,50.0,8000,0.0,100.0,50.25480651855469,243.51126098632812,305.0552062988281,274.374755859375
1000.0,60.0,8251,0.0,100.0,50.821800231933594,247.7929229736328,314.83782958984375,281.4176025390625
